 Destination Port, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length.1,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Label
53,50342,2,2,80,202,40,40,40.0,0.0,101,101,101.0,0.0,5601.684478,79.45651742,16780.66667,28981.82881,50246,48,48,48.0,0.0,48,48,48,48.0,0.0,48,48,0,0,0,0,40,64,39.72825871,39.72825871,40,101,64.4,33.41107601,1116.3,0,0,0,0,0,0,0,0,1,80.5,40.0,101.0,40,0,0,0,0,0,0,2,80,2,202,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
51468,83,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,144578.3133,24096.38554,83.0,0.0,83,83,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,12048.19277,12048.19277,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,29,256,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,113501,5,6,925,201,517,0,185.0,235.585441,152,0,33.5,59.05844563,9920.617439,96.91544568,11350.1,15807.16159,44625,33,46184,11546.0,13175.30227,23117,78,90740,18148.0,18677.48356,44625,47,0,0,0,0,112,132,44.05247531,52.86297037,0,517,93.83333333,168.3188713,28331.24242,0,0,0,1,0,0,0,0,1,102.3636364,185.0,33.5,112,0,0,0,0,0,0,5,925,6,201,8192,330,4,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,64101556,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,0.187202944,0.031200491,64100000.0,0.0,64100000,64100000,64100000,64100000.0,0.0,64100000,64100000,0,0.0,0.0,0,0,0,0,0,0,40,0,0.031200491,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,32936,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,310,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,6451.612903,310.0,0.0,310,310,310,310.0,0.0,310,310,0,0.0,0.0,0,0,0,0,0,0,64,0,6451.612903,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,242,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,48847,2,2,104,188,52,52,52.0,0.0,94,94,94.0,0.0,5977.849203,81.88834524,16282.33333,28195.76643,48840,3,4,4.0,0.0,4,4,3,3.0,0.0,3,3,0,0,0,0,64,64,40.94417262,40.94417262,52,94,68.8,23.00434742,529.2,0,0,0,0,0,0,0,0,1,86.0,52.0,94.0,64,0,0,0,0,0,0,2,104,2,188,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,60608,1,1,46,207,46,46,46.0,0.0,207,207,207.0,0.0,4174.36642,32.99894403,60608.0,0.0,60608,60608,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,16.49947202,16.49947202,46,207,99.66666667,92.95339334,8640.333333,0,0,0,0,0,0,0,0,1,149.5,46.0,207.0,20,0,0,0,0,0,0,1,46,1,207,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,215,2,2,104,264,52,52,52.0,0.0,132,132,132.0,0.0,1711627.907,18604.65116,71.66666667,82.80297901,164,4,4,4.0,0.0,4,4,47,47.0,0.0,47,47,0,0,0,0,64,64,9302.325581,9302.325581,52,132,84.0,43.8178046,1920.0,0,0,0,0,0,0,0,0,1,105.0,52.0,132.0,64,0,0,0,0,0,0,2,104,2,264,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,169,2,2,94,126,47,47,47.0,0.0,63,63,63.0,0.0,1301775.148,23668.63905,56.33333333,57.95112884,118,3,3,3.0,0.0,3,3,48,48.0,0.0,48,48,0,0,0,0,64,64,11834.31953,11834.31953,47,63,53.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,66.75,47.0,63.0,64,0,0,0,0,0,0,2,94,2,126,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,30617,1,1,45,279,45,45,45.0,0.0,279,279,279.0,0.0,10582.35621,65.32318647,30617.0,0.0,30617,30617,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,32.66159323,32.66159323,45,279,123.0,135.099963,18252.0,0,0,0,0,0,0,0,0,1,184.5,45.0,279.0,20,0,0,0,0,0,0,1,45,1,279,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,30434,1,1,58,74,58,58,58.0,0.0,74,74,74.0,0.0,4337.254387,65.71597555,30434.0,0.0,30434,30434,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,44,32,32.85798778,32.85798778,58,74,63.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,95.0,58.0,74.0,44,0,0,0,0,0,0,1,58,1,74,-1,-1,0,44,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
51664,345,3,1,50,6,38,6,16.66666667,18.47520861,6,6,6.0,0.0,162318.8406,11594.2029,115.0,160.4774127,299,4,345,172.5,238.2949853,341,4,0,0.0,0.0,0,0,0,0,0,0,60,20,8695.652174,2898.550725,6,38,12.4,14.31083506,204.8,0,0,0,0,1,0,0,0,0,15.5,16.66666667,6.0,60,0,0,0,0,0,0,3,50,1,6,351,0,2,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,104077,1,1,38,91,38,38,38.0,0.0,91,91,91.0,0.0,1239.466933,19.2165416,104077.0,0.0,104077,104077,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,32,9.6082708,9.6082708,38,91,55.66666667,30.59956427,936.3333333,0,0,0,0,0,0,0,0,1,83.5,38.0,91.0,40,0,0,0,0,0,0,1,38,1,91,-1,-1,0,40,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,175,2,2,62,252,31,31,31.0,0.0,126,126,126.0,0.0,1794285.714,22857.14286,58.33333333,95.84014469,169,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,40,40,11428.57143,11428.57143,31,126,69.0,52.03364296,2707.5,0,0,0,0,0,0,0,0,1,86.25,31.0,126.0,40,0,0,0,0,0,0,2,62,2,252,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,5711298,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.700366186,1903766.0,3296646.958,5710406,134,5711298,2855649.0,4037236.067,5710406,892,0,0.0,0.0,0,0,0,0,0,0,104,40,0.52527464,0.175091547,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack
80,115339996,17,19,1001,11489,911,0,58.88235294,219.5904945,2920,0,604.6842105,986.5863736,108.288542,0.312120697,3295428.457,4682358.218,10000000,38,115000000,7208749.75,4464497.627,10000000,485,110000000,6136917.778,5024762.152,10000000,50,0,0,0,0,352,524,0.147390329,0.164730368,0,2920,337.5675676,765.2488172,585605.7523,0,0,0,1,0,0,0,0,1,346.9444444,58.88235294,604.6842105,352,0,0,0,0,0,0,17,1001,19,11489,8192,61,16,20,33271.72727,32863.94304,132360,23221,10000000.0,7698.045859,10000000,10000000,BENIGN
53,436,1,1,48,104,48,48,48.0,0.0,104,104,104.0,0.0,348623.8532,4587.155963,436.0,0.0,436,436,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,2293.577982,2293.577982,48,104,66.66666667,32.33161507,1045.333333,0,0,0,0,0,0,0,0,1,100.0,48.0,104.0,32,0,0,0,0,0,0,1,48,1,104,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
22,1326095,41,44,2664,6954,456,0,64.97560976,109.864573,976,0,158.0454545,312.6752498,7252.87404,64.09797186,15786.84524,104602.3731,953914,1,1326095,33152.375,159048.771,996233,1,371992,8650.976744,21032.50352,98152,1,0,0,0,0,1328,1424,30.91784525,33.18012661,0,976,111.8372093,239.6868477,57449.78495,0,0,0,1,0,0,0,0,1,113.1529412,64.97560976,158.0454545,1328,0,0,0,0,0,0,41,2664,44,6954,29200,243,24,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,254,2,2,68,182,34,34,34.0,0.0,91,91,91.0,0.0,984251.9685,15748.0315,84.66666667,143.1863588,250,1,1,1.0,0.0,1,1,3,3.0,0.0,3,3,0,0,0,0,64,64,7874.015748,7874.015748,34,91,56.8,31.22018578,974.7,0,0,0,0,0,0,0,0,1,71.0,34.0,91.0,64,0,0,0,0,0,0,2,68,2,182,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
123,151,2,2,96,96,48,48,48.0,0.0,48,48,48.0,0.0,1271523.179,26490.06623,50.33333333,48.08672721,100,4,4,4.0,0.0,4,4,47,47.0,0.0,47,47,0,0,0,0,64,64,13245.03311,13245.03311,48,48,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1,60.0,48.0,48.0,64,0,0,0,0,0,0,2,96,2,96,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,355679,6,7,1424,1144,856,0,237.3333333,364.5993235,961,0,163.4285714,356.0486189,7219.993309,36.54981036,29639.91667,50381.20293,113026,2,226730,45346.0,61836.72096,113302,135,242869,40478.16667,56669.29184,113501,2,0,0,0,0,200,232,16.86914324,19.68066712,0,961,183.4285714,337.3160386,113782.1099,0,0,0,1,0,0,0,0,1,197.5384615,237.3333333,163.4285714,200,0,0,0,0,0,0,6,1424,7,1144,29200,248,3,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,208,2,2,110,174,55,55,55.0,0.0,87,87,87.0,0.0,1365384.615,19230.76923,69.33333333,80.15817696,158,2,48,48.0,0.0,48,48,2,2.0,0.0,2,2,0,0,0,0,40,40,9615.384615,9615.384615,55,87,67.8,17.52712184,307.2,0,0,0,0,0,0,0,0,1,84.75,55.0,87.0,40,0,0,0,0,0,0,2,110,2,174,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,46409,1,1,47,103,47,47,47.0,0.0,103,103,103.0,0.0,3232.131699,43.09508931,46409.0,0.0,46409,46409,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,21.54754466,21.54754466,47,103,65.66666667,32.33161507,1045.333333,0,0,0,0,0,0,0,0,1,98.5,47.0,103.0,20,0,0,0,0,0,0,1,47,1,103,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,115536881,19,20,378,10337,276,0,19.89473684,62.03394656,1897,0,516.85,732.6923153,92.7409491,0.337554551,3040444.237,4580278.313,10100000,2,116000000,6418715.611,4804843.927,10100000,3,111000000,5816220.158,5091735.058,10100000,2,0,0,0,0,392,544,0.164449653,0.173104898,0,1897,267.875,571.7518822,326900.2147,0,0,0,1,0,0,0,0,1,274.7435897,19.89473684,516.85,392,0,0,0,0,0,0,19,378,20,10337,8192,119,18,20,34788.36364,11835.33692,70472,31024,10000000.0,23950.28636,10100000,9999756,BENIGN
80,68064242,212,106,48783,183584,585,0,230.1084906,251.6957324,1869,0,1731.924528,359.3167245,3413.936498,4.672056731,214713.6972,446166.0968,4821803,3,68100000,322565.2986,514390.6268,4821803,3,68100000,648229.5143,572309.7305,4822860,60,0,0,0,0,6792,3400,3.114704488,1.557352244,0,1869,728.4231975,766.5181054,587550.0059,0,0,0,1,0,0,0,0,0,730.7138365,230.1084906,1731.924528,6792,0,0,0,0,0,0,212,48783,106,183584,29200,1149,101,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack
80,48765,3,4,442,871,436,0,147.3333333,250.0106664,859,0,217.75,427.5093566,26925.0487,143.5455757,8127.5,11837.65524,23427,1,23646,11823.0,16481.24486,23477,169,25338,8446.0,13122.51649,23564,1,0,0,0,0,72,92,61.51953245,82.02604327,0,859,164.125,319.0586321,101798.4107,0,0,0,1,0,0,0,0,1,187.5714286,147.3333333,217.75,72,0,0,0,0,0,0,3,442,4,871,8192,31,2,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
63034,50,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,240000.0,40000.0,50.0,0.0,50,50,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,20000.0,20000.0,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,913,256,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
49484,334,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,5988.023952,334.0,0.0,334,334,334,334.0,0.0,334,334,0,0.0,0.0,0,0,0,0,0,0,64,0,5988.023952,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,5346,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
46017,50,1,1,6,0,6,6,6.0,0.0,0,0,0.0,0.0,120000.0,40000.0,50.0,0.0,50,50,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,32,20000.0,20000.0,0,6,4.0,3.464101615,12.0,0,0,0,0,1,0,0,0,1,6.0,6.0,0.0,20,0,0,0,0,0,0,1,6,1,0,5826,36500,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,77519,1,1,91,158,91,91,91.0,0.0,158,158,158.0,0.0,3212.115739,25.80012642,77519.0,0.0,77519,77519,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,12.90006321,12.90006321,91,158,113.3333333,38.68246804,1496.333333,0,0,0,0,0,0,0,0,1,170.0,91.0,158.0,32,0,0,0,0,0,0,1,91,1,158,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,199,2,2,62,252,31,31,31.0,0.0,126,126,126.0,0.0,1577889.447,20100.50251,66.33333333,74.21814693,148,3,3,3.0,0.0,3,3,48,48.0,0.0,48,48,0,0,0,0,40,40,10050.25126,10050.25126,31,126,69.0,52.03364296,2707.5,0,0,0,0,0,0,0,0,1,86.25,31.0,126.0,40,0,0,0,0,0,0,2,62,2,252,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,11295422,23,41,16196,29134,3221,0,704.173913,1242.585305,1726,0,710.5853659,691.5672048,4013.130275,5.666012301,179292.4127,1258108.411,10000000,1,11300000,513362.6818,2120502.427,10000000,46,11300000,281581.2,1577321.314,10000000,1,0,0,0,0,744,1320,2.036223171,3.62978913,0,3221,697.3846154,915.0952767,837399.3654,0,0,0,1,0,0,0,0,1,708.28125,704.173913,710.5853659,744,0,0,0,0,0,0,23,16196,41,29134,29200,147,8,32,1293800.0,0.0,1293800,1293800,10000000.0,0.0,10000000,10000000,BENIGN
53,279,2,2,80,720,40,40,40.0,0.0,360,360,360.0,0.0,2867383.513,14336.91756,93.0,119.058809,228,3,3,3.0,0.0,3,3,48,48.0,0.0,48,48,0,0,0,0,40,40,7168.458781,7168.458781,40,360,168.0,175.2712184,30720.0,0,0,0,0,0,0,0,0,1,210.0,40.0,360.0,40,0,0,0,0,0,0,2,80,2,720,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
123,16438,1,1,48,48,48,48,48.0,0.0,48,48,48.0,0.0,5840.126536,121.6693028,16438.0,0.0,16438,16438,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,60.83465142,60.83465142,48,48,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1,72.0,48.0,48.0,20,0,0,0,0,0,0,1,48,1,48,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,158,2,2,76,140,38,38,38.0,0.0,70,70,70.0,0.0,1367088.608,25316.4557,52.66666667,52.15681483,107,3,3,3.0,0.0,3,3,48,48.0,0.0,48,48,0,0,0,0,64,64,12658.22785,12658.22785,38,70,50.8,17.52712184,307.2,0,0,0,0,0,0,0,0,1,63.5,38.0,70.0,64,0,0,0,0,0,0,2,76,2,140,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,46441,1,1,50,160,50,50,50.0,0.0,160,160,160.0,0.0,4521.866454,43.0653948,46441.0,0.0,46441,46441,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,20,21.5326974,21.5326974,50,160,86.66666667,63.50852961,4033.333333,0,0,0,0,0,0,0,0,1,130.0,50.0,160.0,32,0,0,0,0,0,0,1,50,1,160,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,228,2,2,72,146,36,36,36.0,0.0,73,73,73.0,0.0,956140.3509,17543.85965,76.0,89.35323161,176,4,4,4.0,0.0,4,4,48,48.0,0.0,48,48,0,0,0,0,40,40,8771.929825,8771.929825,36,73,50.8,20.26573463,410.7,0,0,0,0,0,0,0,0,1,63.5,36.0,73.0,40,0,0,0,0,0,0,2,72,2,146,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
37804,2249,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,889.2841263,2249.0,0.0,2249,2249,2249,2249.0,0.0,2249,2249,0,0.0,0.0,0,0,0,0,0,0,64,0,889.2841263,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,235,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,5280467,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.757508758,1760155.667,3047916.961,5279587,96,5280467,2640233.5,3732609.516,5279587,880,0,0.0,0.0,0,0,0,0,0,0,104,40,0.568131569,0.18937719,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack
53,304429,1,1,42,133,42,42,42.0,0.0,133,133,133.0,0.0,574.8466802,6.569676345,304429.0,0.0,304429,304429,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,3.284838172,3.284838172,42,133,72.33333333,52.5388745,2760.333333,0,0,0,0,0,0,0,0,1,108.5,42.0,133.0,20,0,0,0,0,0,0,1,42,1,133,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,116901978,19,16,966,1158,292,0,50.84210526,107.2946427,384,0,72.375,154.616461,18.16906811,0.299396132,3438293.471,4694530.541,10000000,74,117000000,6494554.333,4694756.277,10000000,175,111000000,7417981.6,4484104.865,10000000,660,0,0,0,0,392,464,0.162529329,0.136866803,0,384,59.0,127.9977678,16383.42857,0,0,0,1,0,0,0,0,0,60.68571429,50.84210526,72.375,392,0,0,0,0,0,0,19,966,16,1158,8192,1013,18,20,127533.0,349604.221,1181629,21892,9987933.0,63573.28351,10000000,9796757,BENIGN
80,33954782,203,104,43906,72178,602,0,216.2857143,228.4931854,1068,0,694.0192308,362.523437,3418.782073,9.041436343,110963.3399,289964.7204,2276478,4,34000000,168078.6386,343511.399,2276478,862,34000000,329656.8835,448319.2321,2277274,4,0,0,0,0,6504,3336,5.978539341,3.062897002,0,1068,376.8961039,360.6020693,130033.8524,0,0,0,1,0,0,0,0,0,378.1237785,216.2857143,694.0192308,6504,0,0,0,0,0,0,203,43906,104,72178,29200,1176,101,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack
