 Destination Port, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length.1,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Label
53,488728,2,2,74,554,37,37,37.0,0.0,277,277,277.0,0.0,1284.968326,8.18451163,162909.3333,282122.2099,488676,4,4,4.0,0.0,4,4,48,48.0,0.0,48,48,0,0,0,0,64,64,4.092255815,4.092255815,37,277,133.0,131.4534138,17280.0,0,0,0,0,0,0,0,0,1,166.25,37.0,277.0,64,0,0,0,0,0,0,2,74,2,554,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
59516,78488811,5,9,11607,62,8760,0,2321.4,3802.315321,20,0,6.888888889,5.30199124,148.6708723,0.178369373,6037600.846,18900000.0,68400000,0,78500000,19600000.0,39200000.0,78400000,186,78400000,9802536.0,23900000.0,68400000,0,0,0,0,0,112,192,0.063703347,0.114666025,0,8760,778.3333333,2325.15043,5406324.524,0,0,0,0,1,1,0,0,1,833.9285714,2321.4,6.888888889,112,0,0,0,0,0,0,5,11607,9,62,229,256,3,20,15278.0,0.0,15278,15278,39200000.0,41300000.0,68400000,9988721,BENIGN
53,165,2,2,80,112,40,40,40.0,0.0,56,56,56.0,0.0,1163636.364,24242.42424,55.0,54.24942396,112,4,4,4.0,0.0,4,4,49,49.0,0.0,49,49,0,0,0,0,40,40,12121.21212,12121.21212,40,56,46.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,58.0,40.0,56.0,40,0,0,0,0,0,0,2,80,2,112,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,48545,2,2,44,182,22,22,22.0,0.0,91,91,91.0,0.0,4655.474302,82.39777526,16181.66667,28024.00479,48541,0,0,0.0,0.0,0,0,4,4.0,0.0,4,4,0,0,0,0,64,64,41.19888763,41.19888763,22,91,49.6,37.79285647,1428.3,0,0,0,0,0,0,0,0,1,62.0,22.0,91.0,64,0,0,0,0,0,0,2,44,2,182,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
34219,9549637,1,6,6,36,6,6,6.0,0.0,6,6,6.0,0.0,4.398072932,0.733012155,1591606.167,3880457.637,9512535,1,0,0.0,0.0,0,0,9533122,1906624.4,4251842.622,9512535,1,0,0,0,0,20,120,0.104716022,0.628296133,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,6,6.857142857,6.0,6.0,20,0,0,0,0,0,0,1,6,6,36,229,0,0,20,37102.0,0.0,37102,37102,9512535.0,0.0,9512535,9512535,BENIGN
53,208,2,2,64,204,32,32,32.0,0.0,102,102,102.0,0.0,1288461.538,19230.76923,69.33333333,77.82244749,155,3,50,50.0,0.0,50,50,3,3.0,0.0,3,3,0,0,0,0,64,64,9615.384615,9615.384615,32,102,60.0,38.34057903,1470.0,0,0,0,0,0,0,0,0,1,75.0,32.0,102.0,64,0,0,0,0,0,0,2,64,2,204,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
64456,12657247,1,5,6,30,6,6,6.0,0.0,6,6,6.0,0.0,2.84422039,0.474036732,2531449.4,5643391.729,12600000,1,0,0.0,0.0,0,0,12700000,3163172.0,6308988.613,12600000,1,0,0,0,0,20,100,0.079006122,0.39503061,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,5,7.0,6.0,6.0,20,0,0,0,0,0,0,1,6,5,30,229,0,0,20,30610.0,0.0,30610,30610,12600000.0,0.0,12600000,12600000,BENIGN
62365,4021927,1,6,6,36,6,6,6.0,0.0,6,6,6.0,0.0,10.44275543,1.740459238,670321.1667,1630215.123,3997973,4,0,0.0,0.0,0,0,4010910,802182.0,1786504.154,3997973,4,0,0,0,0,20,120,0.248637034,1.491822204,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,6,6.857142857,6.0,6.0,20,0,0,0,0,0,0,1,6,6,36,229,0,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,265,2,2,64,258,32,32,32.0,0.0,129,129,129.0,0.0,1215094.34,15094.33962,88.33333333,68.12733176,167,49,49,49.0,0.0,49,49,49,49.0,0.0,49,49,0,0,0,0,40,40,7547.169811,7547.169811,32,129,70.8,53.12908808,2822.7,0,0,0,0,0,0,0,0,1,88.5,32.0,129.0,40,0,0,0,0,0,0,2,64,2,258,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,249,2,2,104,352,52,52,52.0,0.0,176,176,176.0,0.0,1831325.301,16064.25703,83.0,142.0281662,247,1,1,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0,0,0,80,80,8032.128514,8032.128514,52,176,101.6,67.91759713,4612.8,0,0,0,0,0,0,0,0,1,127.0,52.0,176.0,80,0,0,0,0,0,0,2,104,2,352,-1,-1,1,40,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
465,18,2,0,37,0,37,0,18.5,26.1629509,0,0,0.0,0.0,2055555.556,111111.1111,18.0,0.0,18,18,18,18.0,0.0,18,18,0,0.0,0.0,0,0,1,0,0,0,64,0,111111.1111,0.0,0,37,24.66666667,21.36195996,456.3333333,0,1,0,0,1,0,0,0,0,37.0,18.5,0.0,64,0,0,0,0,0,0,2,37,0,0,245,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
55817,7756876,6,8,11613,56,7215,0,1935.5,3122.940009,20,0,7.0,5.656854249,1504.342728,1.804850303,596682.7692,1690301.991,6046205,1,7756876,1551375.2,2696788.898,6228206,5,6214949,887849.8571,2275293.105,6046205,1,0,0,0,0,132,172,0.773507273,1.03134303,0,7215,778.3333333,2107.034872,4439595.952,0,0,0,0,1,1,0,0,1,833.9285714,1935.5,7.0,132,0,0,0,0,0,0,6,11613,8,56,229,256,4,20,181983.0,0.0,181983,181983,6046205.0,0.0,6046205,6046205,BENIGN
53,166,2,2,66,164,33,33,33.0,0.0,82,82,82.0,0.0,1385542.169,24096.38554,55.33333333,93.24340906,163,1,1,1.0,0.0,1,1,2,2.0,0.0,2,2,0,0,0,0,64,64,12048.19277,12048.19277,33,82,52.6,26.83840532,720.3,0,0,0,0,0,0,0,0,1,65.75,33.0,82.0,64,0,0,0,0,0,0,2,66,2,164,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,61803,1,1,76,160,76,76,76.0,0.0,160,160,160.0,0.0,3818.584858,32.36088863,61803.0,0.0,61803,61803,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,20,16.18044432,16.18044432,76,160,104.0,48.49742261,2352.0,0,0,0,0,0,0,0,0,1,156.0,76.0,160.0,32,0,0,0,0,0,0,1,76,1,160,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,25220028,4,3,24,0,6,6,6.0,0.0,0,0,0.0,0.0,0.951624637,0.277557186,4203338.0,4905344.799,10000000,36608,25200000,8406676.0,2841079.476,10000000,5126080,20100000,10000000.0,68.58935778,10000000,10000000,0,0,0,0,80,96,0.158604106,0.11895308,0,6,3.75,3.105295017,9.642857143,0,0,0,0,1,0,0,0,0,4.285714286,6.0,0.0,80,0,0,0,0,0,0,4,24,3,0,256,1114,3,20,36613.0,7.071067812,36618,36608,10000000.0,5.656854249,10000000,10000000,BENIGN
61749,5261411,1,5,6,30,6,6,6.0,0.0,6,6,6.0,0.0,6.842271018,1.140378503,1052282.2,2347846.299,5252236,3,0,0.0,0.0,0,0,5257881,1314470.25,2625177.931,5252236,3,0,0,0,0,20,100,0.190063084,0.950315419,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,5,7.0,6.0,6.0,20,0,0,0,0,0,0,1,6,5,30,229,0,0,20,9175.0,0.0,9175,9175,5252236.0,0.0,5252236,5252236,BENIGN
443,4402584,5,1,135,46,46,6,27.0,20.1246118,46,46,46.0,0.0,41.11221955,1.362836007,880516.8,1912836.894,4302056,3,4402584,1100646.0,2134698.424,4302056,3,0,0.0,0.0,0,0,1,0,0,0,100,20,1.135696673,0.227139335,6,46,32.42857143,18.86670032,355.952381,0,1,0,0,1,0,0,0,0,37.83333333,27.0,46.0,100,0,0,0,0,0,0,5,135,1,46,258,351,4,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,30843,1,1,44,122,44,44,44.0,0.0,122,122,122.0,0.0,5382.096424,64.84453523,30843.0,0.0,30843,30843,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,20,32.42226761,32.42226761,44,122,70.0,45.033321,2028.0,0,0,0,0,0,0,0,0,1,105.0,44.0,122.0,40,0,0,0,0,0,0,1,44,1,122,-1,-1,0,40,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,10300505,9,10,2616,5882,2271,0,290.6666667,745.7239771,1689,2,588.2,719.03188,825.0080943,1.844569757,572250.2778,2301915.491,9793573,3,10300000,1286432.375,3438370.683,9793573,243,10300000,1140896.222,3322558.114,9999946,3,0,0,0,0,192,204,0.873743569,0.970826188,0,2271,424.9,714.9262678,511119.5684,0,0,0,1,0,0,0,0,1,447.2631579,290.6666667,588.2,192,0,0,0,0,0,0,9,2616,10,5882,8192,35040,8,20,497886.0,0.0,497886,497886,9793573.0,0.0,9793573,9793573,BENIGN
53,428,2,2,64,204,32,32,32.0,0.0,102,102,102.0,0.0,626168.2243,9345.794393,142.6666667,245.3759021,426,0,2,2.0,0.0,2,2,0,0.0,0.0,0,0,0,0,0,0,80,80,4672.897196,4672.897196,32,102,60.0,38.34057903,1470.0,0,0,0,0,0,0,0,0,1,75.0,32.0,102.0,80,0,0,0,0,0,0,2,64,2,204,-1,-1,1,40,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
62728,164398,6,2,11601,26,5840,0,1933.5,2559.30176,20,6,13.0,9.899494937,70724.70468,48.66239249,23485.42857,58617.77178,156266,5,164398,32879.6,69054.89021,156266,5,98,98.0,0.0,98,98,0,0,0,0,144,40,36.49679436,12.16559812,0,5840,1291.888889,2240.544155,5020038.111,0,0,0,1,0,0,0,0,0,1453.375,1933.5,13.0,144,0,0,0,0,0,0,6,11601,2,26,8192,256,4,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
63333,82378070,6,9,11607,62,4380,0,1934.5,2188.714486,20,0,6.888888889,5.30199124,141.651777,0.182087296,5884147.857,19700000.0,73900000,0,82400000,16500000.0,36500000.0,81800000,188,81800000,10200000.0,25900000.0,73900000,0,0,0,0,0,132,192,0.072834918,0.109252377,0,4380,729.6875,1589.290899,2525845.563,0,0,0,0,1,1,0,0,1,778.3333333,1934.5,6.888888889,132,0,0,0,0,0,0,6,11607,9,62,229,256,4,20,26450.0,0.0,26450,26450,40900000.0,46700000.0,73900000,7886651,BENIGN
53,336,2,2,90,206,45,45,45.0,0.0,103,103,103.0,0.0,880952.381,11904.7619,112.0,153.3655763,287,1,1,1.0,0.0,1,1,48,48.0,0.0,48,48,0,0,0,0,40,40,5952.380952,5952.380952,45,103,68.2,31.76790834,1009.2,0,0,0,0,0,0,0,0,1,85.25,45.0,103.0,40,0,0,0,0,0,0,2,90,2,206,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,23684,1,1,63,79,63,63,63.0,0.0,79,79,79.0,0.0,5995.60885,84.44519507,23684.0,0.0,23684,23684,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,42.22259753,42.22259753,63,79,68.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,102.5,63.0,79.0,20,0,0,0,0,0,0,1,63,1,79,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
64794,70359,1,5,6,30,6,6,6.0,0.0,6,6,6.0,0.0,511.6616211,85.27693685,14071.8,20746.14414,49003,3,0,0.0,0.0,0,0,53033,13258.25,23863.31016,49003,3,0,0,0,0,20,100,14.21282281,71.06411404,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,5,7.0,6.0,6.0,20,0,0,0,0,0,0,1,6,5,30,229,0,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,50936,4,2,172,204,43,43,43.0,0.0,102,102,102.0,0.0,7381.812471,117.7948798,10187.2,13944.05659,25549,3,25556,8518.666667,14748.70131,25549,3,5,5.0,0.0,5,5,0,0,0,0,80,40,78.5299199,39.26495995,43,102,59.85714286,28.78905215,828.8095238,0,0,0,0,0,0,0,0,0,69.83333333,43.0,102.0,80,0,0,0,0,0,0,4,172,2,204,-1,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,62026,2,2,88,344,44,44,44.0,0.0,172,172,172.0,0.0,6964.821204,64.48908522,20675.33333,35766.56758,61975,3,3,3.0,0.0,3,3,48,48.0,0.0,48,48,0,0,0,0,40,40,32.24454261,32.24454261,44,172,95.2,70.10848736,4915.2,0,0,0,0,0,0,0,0,1,119.0,44.0,172.0,40,0,0,0,0,0,0,2,88,2,344,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
56868,4716726,1,5,6,30,6,6,6.0,0.0,6,6,6.0,0.0,7.632412822,1.272068804,943345.2,2089183.595,4680559,4,0,0.0,0.0,0,0,4699894,1174973.5,2337072.17,4680559,4,0,0,0,0,20,100,0.212011467,1.060057336,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,5,7.0,6.0,6.0,20,0,0,0,0,0,0,1,6,5,30,229,0,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,4521670,5,1,117,41,45,0,23.4,21.96132965,41,41,41.0,0.0,34.94284191,1.326943364,904334.0,2005441.74,4491705,3,4521670,1130417.5,2240901.182,4491705,3,0,0.0,0.0,0,0,1,0,0,0,160,32,1.105786137,0.221157227,0,45,28.42857143,19.88179354,395.2857143,0,1,0,0,1,0,0,0,0,33.16666667,23.4,41.0,160,0,0,0,0,0,0,5,117,1,41,1444,309,2,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,78061,1,1,76,160,76,76,76.0,0.0,160,160,160.0,0.0,3023.276668,25.62098871,78061.0,0.0,78061,78061,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,32,12.81049436,12.81049436,76,160,104.0,48.49742261,2352.0,0,0,0,0,0,0,0,0,1,156.0,76.0,160.0,20,0,0,0,0,0,0,1,76,1,160,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,114998083,17,15,954,1598,435,0,56.11764706,142.6134997,796,0,106.5333333,279.9269973,22.19167427,0.278265508,3709615.581,4792210.557,9998088,104,115000000,7185909.375,4428036.414,10000000,9492,115000000,8212416.357,3745008.541,10000000,307,0,0,0,0,352,444,0.147828551,0.130436957,0,796,77.33333333,212.7841727,45277.10417,0,0,0,1,0,0,0,0,0,79.75,56.11764706,106.5333333,352,0,0,0,0,0,0,17,954,15,1598,8192,290,16,20,474593.1818,1495511.836,4983731,23487,9977638.636,58443.08052,9998088,9801575,BENIGN
63561,101194654,6,10,11607,68,8760,0,1934.5,3414.854477,20,0,6.8,5.006662228,115.3717073,0.158111119,6746310.267,23900000.0,93000000,1,101000000,20200000.0,44700000.0,100000000,186,100000000,11100000.0,30800000.0,93000000,1,0,0,0,0,132,212,0.05929167,0.098819449,0,8760,687.1176471,2132.111626,4545899.985,0,0,0,0,1,1,0,0,1,730.0625,1934.5,6.8,132,0,0,0,0,0,0,6,11607,10,68,229,256,4,20,26478.0,0.0,26478,26478,50100000.0,60700000.0,93000000,7120786,BENIGN
22378,8132400,1,5,6,30,6,6,6.0,0.0,6,6,6.0,0.0,4.426737494,0.737789582,1626480.0,3613496.309,8090444,1,0,0.0,0.0,0,0,8127491,2031872.75,4039082.266,8090444,1,0,0,0,0,20,100,0.12296493,0.614824652,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,5,7.0,6.0,6.0,20,0,0,0,0,0,0,1,6,5,30,229,0,0,20,41956.0,0.0,41956,41956,8090444.0,0.0,8090444,8090444,BENIGN
53,195,2,2,92,284,46,46,46.0,0.0,142,142,142.0,0.0,1928205.128,20512.82051,65.0,71.3582511,143,3,3,3.0,0.0,3,3,49,49.0,0.0,49,49,0,0,0,0,40,40,10256.41026,10256.41026,46,142,84.4,52.58136552,2764.8,0,0,0,0,0,0,0,0,1,105.5,46.0,142.0,40,0,0,0,0,0,0,2,92,2,284,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
56646,379,3,0,43,0,31,6,14.33333333,14.43375673,0,0,0.0,0.0,113456.4644,7915.567282,189.5,263.7508294,376,3,379,189.5,263.7508294,376,3,0,0.0,0.0,0,0,0,0,0,0,60,0,7915.567282,0.0,6,31,12.25,12.5,156.25,0,0,0,0,1,0,0,0,0,16.33333333,14.33333333,0.0,60,0,0,0,0,0,0,3,43,0,0,1544,-1,2,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
49159,82537056,6,9,11613,62,8760,0,1935.5,3529.815052,20,0,6.888888889,5.30199124,141.4516166,0.181736552,5895504.0,19800000.0,74200000,1,82500000,16500000.0,36700000.0,82100000,190,82100000,10300000.0,26000000.0,74200000,1,0,0,0,0,132,192,0.072694621,0.109041931,0,8760,730.0625,2254.591773,5083184.063,0,0,0,0,1,1,0,0,1,778.7333333,1935.5,6.888888889,132,0,0,0,0,0,0,6,11613,9,62,229,256,4,20,29107.0,0.0,29107,29107,41000000.0,46900000.0,74200000,7878580,BENIGN
58469,33313,3,1,50,6,38,6,16.66666667,18.47520861,6,6,6.0,0.0,1681.025426,120.0732447,11104.33333,19142.39829,33208,4,33313,16656.5,23550.19135,33309,4,0,0.0,0.0,0,0,0,0,0,0,60,20,90.05493351,30.01831117,6,38,12.4,14.31083506,204.8,0,0,0,0,1,0,0,0,0,15.5,16.66666667,6.0,60,0,0,0,0,0,0,3,50,1,6,351,0,2,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,140,2,2,70,102,35,35,35.0,0.0,51,51,51.0,0.0,1228571.429,28571.42857,46.66666667,75.63288526,134,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,64,64,14285.71429,14285.71429,35,51,41.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,51.75,35.0,51.0,64,0,0,0,0,0,0,2,70,2,102,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
62989,129998,6,2,11607,26,10135,0,1934.5,4059.461922,20,6,13.0,9.899494937,89485.99209,61.5394083,18571.14286,48761.96063,129152,5,129998,25999.6,57664.50549,129152,5,37,37.0,0.0,37,37,0,0,0,0,144,40,46.15455622,15.38485207,0,10135,1292.555556,3350.634907,11200000.0,0,0,0,1,0,0,0,0,0,1454.125,1934.5,13.0,144,0,0,0,0,0,0,6,11607,2,26,8192,256,4,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,10370055,4,5,459,2756,447,0,114.75,221.518058,1460,0,551.2,751.8678075,310.0272853,0.867883536,1296256.875,3517524.644,9999384,4,370667,123555.6667,99381.54338,181143,8800,10200000,2547343.5,4968830.531,9999384,5,0,0,0,0,92,112,0.385726016,0.48215752,0,1460,321.5,572.1874693,327398.5,0,0,0,1,0,0,0,0,1,357.2222222,114.75,551.2,92,0,0,0,0,0,0,4,459,5,2756,8192,123,3,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,115696682,20,21,1249,5804,805,0,62.45,181.5446806,1460,0,276.3809524,523.3371262,60.96112592,0.354374899,2892417.05,4515251.145,10000000,2,116000000,6089299.053,4880113.156,10000000,3,110000000,5514033.1,5109806.335,10000000,2,0,0,0,0,412,432,0.172865804,0.181509095,0,1460,167.9285714,401.2650965,161013.6777,0,0,0,1,0,0,0,0,1,172.0243902,62.45,276.3809524,412,0,0,0,0,0,0,20,1249,21,5804,8192,2560,19,20,22258.66667,20640.53096,87781,15603,9619131.25,1328663.099,10000000,5400085,BENIGN
